-BEGIN HEADER-,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,,
Dates (month/day/year): 01/01/2020 through 12/01/2020 ,,,,,,,,
Location: Latitude  24.87   Longitude 67.03 ,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
Parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
PS                    MERRA-2 Surface Pressure (kPa) ,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,PS,WS10M
2020,3,29,10,917.69,30.8,33.31,100.7,2.37
2020,3,29,11,941.45,31.53,30.81,100.6,2.03
2020,3,29,12,936.41,31.84,30,100.51,1.52
2020,3,29,13,864,31.8,30.5,100.42,1.34
2020,3,29,14,696.1,31.46,31.56,100.38,1.7
2020,3,29,15,488.11,30.73,33.81,100.38,2.57
2020,3,29,16,246.26,29.28,39.12,100.43,4.16
2020,3,29,17,31.87,26.62,53.5,100.48,5.26
2020,3,29,18,0,24.62,66.69,100.53,5.27
2020,3,29,19,0,23.69,74.75,100.57,4.26
2020,3,29,20,0,23.11,80.12,100.62,3.49
2020,3,29,21,0,22.58,85.19,100.64,3.29
2020,3,29,22,0,22.18,89.31,100.64,3.23
2020,3,29,23,0,21.86,91.56,100.59,2.72
2020,3,30,0,0,21.97,90.75,100.52,2.32
2020,3,30,1,0,21.88,90.44,100.47,2.18
2020,3,30,2,0,21.68,90,100.43,2.02
2020,3,30,3,0,21.39,89.81,100.45,2.01
2020,3,30,4,0,21.21,89.44,100.5,2.05
2020,3,30,5,16.82,21.27,87.44,100.57,1.91
2020,3,30,6,195.24,22.9,76.75,100.61,1.71
2020,3,30,7,396.16,25.12,59.31,100.66,1.17
2020,3,30,8,651.41,28.36,40.25,100.66,0.2
2020,3,30,9,845.02,29.97,37.06,100.64,1.69
2020,3,30,10,883.11,30.88,34.75,100.6,2.77
2020,3,30,11,947.38,31.29,33.75,100.51,3.63
2020,3,30,12,921.26,31.26,33.81,100.42,4.37
2020,3,30,13,817.18,30.78,34.94,100.35,4.96
2020,3,30,14,643.99,29.97,37.06,100.33,5.52
2020,3,30,15,435.49,28.83,40.94,100.34,5.57
2020,3,30,16,189.7,27.48,46.56,100.37,4.76
2020,3,30,17,25.77,25.77,56.19,100.4,3.08
2020,3,30,18,0,24.37,66.25,100.45,2.74
2020,3,30,19,0,23.86,72.75,100.57,4.38
2020,3,30,20,0,23.37,80.12,100.63,4.92
2020,3,30,21,0,23.07,85.06,100.64,4.87
2020,3,30,22,0,22.93,87.44,100.66,5.42
2020,3,30,23,0,22.84,87.88,100.65,5.02
2020,3,31,0,0,22.5,88.31,100.57,3.77
2020,3,31,1,0,22.3,87.69,100.51,3.06
2020,3,31,2,0,22.01,87.12,100.44,2.35
2020,3,31,3,0,21.5,89.81,100.4,2.55
2020,3,31,4,0,20.83,95.75,100.44,3.15
2020,3,31,5,15.63,20.84,95,100.51,3.58
2020,3,31,6,155.28,22.8,79.19,100.58,4.37
2020,3,31,7,376.2,25,57,100.68,4.78
2020,3,31,8,579.67,27.1,42.44,100.73,5.42
2020,3,31,9,780.2,28.24,39.06,100.73,5.76
2020,3,31,10,888.8,28.89,39.56,100.7,5.93
2020,3,31,11,918,29.33,41.19,100.63,5.98
2020,3,31,12,939.82,29.49,42.88,100.53,6.06
2020,3,31,13,860.7,29.34,44.56,100.46,6.19
2020,3,31,14,680.51,28.94,46.69,100.41,6.32
2020,3,31,15,427.9,28.16,50.56,100.4,6.4
2020,3,31,16,195.09,26.94,57.5,100.43,6.36
2020,3,31,17,26.18,25.27,68.75,100.47,5.9
2020,3,31,18,0,23.98,80.25,100.52,5.42
2020,3,31,19,0,23.37,87.06,100.57,5.04
2020,3,31,20,0,23.04,90.69,100.62,4.62
2020,3,31,21,0,22.77,93.25,100.63,4.4
2020,3,31,22,0,22.53,95.56,100.62,4.2
2020,3,31,23,0,22.4,97,100.59,4.1
2020,4,1,0,0,22.3,98.44,100.56,4.01
2020,4,1,1,0,22.2,99.69,100.53,3.97
2020,4,1,2,0,22.13,100,100.52,4.03
2020,4,1,3,0,22.08,100,100.54,4.15
2020,4,1,4,0,22.01,100,100.59,4.17
2020,4,1,5,17.95,22.15,100,100.65,4.07
2020,4,1,6,176.08,24.01,89.5,100.71,5.05
2020,4,1,7,417.8,25.42,78.5,100.77,4.95
2020,4,1,8,637.59,26.96,66.44,100.8,4.5
2020,4,1,9,813.42,28.33,56.75,100.79,4.17
2020,4,1,10,916.14,29.22,51.38,100.75,4.06
2020,4,1,11,964.89,29.8,47.69,100.69,4.17
2020,4,1,12,951.22,30.06,45.25,100.6,4.46
2020,4,1,13,846.05,29.98,43.88,100.53,4.88
2020,4,1,14,686.06,29.59,43.06,100.49,5.27
2020,4,1,15,477.73,28.85,43.62,100.5,5.46
2020,4,1,16,231.98,27.7,46.19,100.53,5.46
2020,4,1,17,31.51,25.89,53.44,100.56,5.05
2020,4,1,18,0,24.32,63.25,100.6,4.47
2020,4,1,19,0,23.51,69.5,100.64,3.71
2020,4,1,20,0,22.97,73.75,100.68,3.17
2020,4,1,21,0,22.57,77.19,100.67,3.01
2020,4,1,22,0,22.25,80.5,100.65,2.95
2020,4,1,23,0,21.97,83.75,100.62,2.92
2020,4,2,0,0,21.74,86.38,100.56,2.85
2020,4,2,1,0,21.48,88.81,100.51,2.86
2020,4,2,2,0,21.19,90.31,100.48,2.95
2020,4,2,3,0,20.94,91.31,100.48,2.98
2020,4,2,4,0,20.71,92.06,100.51,2.96
2020,4,2,5,23.03,20.74,91,100.56,2.94
2020,4,2,6,227.51,22.55,78.94,100.63,3.48
2020,4,2,7,443.75,24.62,63.44,100.68,3.14
2020,4,2,8,664.57,27.37,48.5,100.7,2.75
2020,4,2,9,837.85,29.49,40.81,100.67,2.07
2020,4,2,10,938.56,31.18,35.75,100.62,1.29
2020,4,2,11,966.01,32.32,32.19,100.53,0.42
2020,4,2,12,935.16,32.65,32.94,100.42,0.69
2020,4,2,13,834.02,32.64,33.81,100.34,1.75
2020,4,2,14,664.02,32.23,35.06,100.3,2.9
2020,4,2,15,456.1,31.33,37,100.3,4.19
2020,4,2,16,222.4,29.74,42.69,100.35,5.32
2020,4,2,17,30.04,27.39,53.81,100.42,6.08
2020,4,2,18,0,25.6,64.88,100.49,6.21
2020,4,2,19,0,24.73,72.12,100.54,5.37
2020,4,2,20,0,24.27,76.94,100.58,4.55
2020,4,2,21,0,23.92,80.44,100.6,4.06
2020,4,2,22,0,23.53,83.62,100.58,3.6
2020,4,2,23,0,23.13,86.44,100.54,3.27
2020,4,3,0,0,22.8,88.38,100.49,3.11
2020,4,3,1,0,22.51,89.38,100.46,3.09
2020,4,3,2,0,22.25,89.44,100.45,3.14
2020,4,3,3,0,22.05,88.25,100.47,3.15
2020,4,3,4,0,21.93,85.75,100.52,3.1
2020,4,3,5,21.14,22.08,81.19,100.57,3
2020,4,3,6,193.79,24.04,68.19,100.63,3.45
2020,4,3,7,426.13,26.44,54.69,100.68,2.83
2020,4,3,8,640.67,29.9,39.75,100.68,2.07
2020,4,3,9,813.3,31.8,34.5,100.66,1.46
2020,4,3,10,913.72,33.34,28.06,100.6,1.12
2020,4,3,11,961.33,34.13,26.19,100.53,0.58
2020,4,3,12,933.5,34.25,26.69,100.44,0.64
2020,4,3,13,835,34.08,27.69,100.35,1.58
2020,4,3,14,667.05,33.57,29.5,100.31,2.6
2020,4,3,15,457.81,32.65,32.12,100.31,3.59
2020,4,3,16,224.21,31.08,36.94,100.36,4.8
2020,4,3,17,30.49,28.51,48.94,100.42,5.52
2020,4,3,18,0,26.46,61.88,100.49,5.58
2020,4,3,19,0,25.41,70.38,100.54,4.8
2020,4,3,20,0,24.82,75.94,100.6,3.95
2020,4,3,21,0,24.31,80.62,100.63,3.42
2020,4,3,22,0,23.8,84.81,100.62,3.18
2020,4,3,23,0,23.36,88,100.58,3.13
2020,4,4,0,0,22.96,90,100.55,3.05
2020,4,4,1,0,22.63,90.31,100.51,3.09
2020,4,4,2,0,22.33,89.62,100.49,3.24
2020,4,4,3,0,22.05,88.06,100.5,3.42
2020,4,4,4,0,21.84,85.31,100.55,3.48
2020,4,4,5,22.12,21.9,80.81,100.61,3.42
2020,4,4,6,193,23.94,67.56,100.68,3.99
2020,4,4,7,434.26,26.3,54.31,100.73,3.17
2020,4,4,8,654.25,29.83,37.88,100.74,2.52
2020,4,4,9,832.06,31.93,31.56,100.74,2.05
2020,4,4,10,933.13,33.01,29.38,100.69,2.32
2020,4,4,11,960.84,33.57,28.31,100.61,3.16
2020,4,4,12,979.17,33.62,28.12,100.52,3.99
2020,4,4,13,839.79,33.37,28.5,100.43,4.58
2020,4,4,14,672.81,32.81,29.44,100.38,5.13
2020,4,4,15,461.8,31.88,31.31,100.37,5.59
2020,4,4,16,223.76,30.38,36.19,100.4,5.88
2020,4,4,17,31.6,27.93,47.75,100.44,5.35
2020,4,4,18,0,25.89,61.31,100.49,4.66
2020,4,4,19,0,24.81,71.19,100.53,4.22
2020,4,4,20,0,24.03,78.81,100.57,3.72
2020,4,4,21,0,23.45,84.19,100.58,3.56
2020,4,4,22,0,22.96,88.88,100.57,3.54
2020,4,4,23,0,22.58,93.12,100.55,3.61
2020,4,5,0,0,22.29,96.19,100.52,3.7
2020,4,5,1,0,22.08,97.81,100.51,3.72
2020,4,5,2,0,21.94,98.62,100.48,3.49
2020,4,5,3,0,21.8,99,100.47,3.15
2020,4,5,4,0,21.78,98.44,100.51,2.95
2020,4,5,5,24.21,22,96.19,100.57,2.74
2020,4,5,6,196.36,23.96,83.25,100.63,2.93
2020,4,5,7,444.62,25.8,71.31,100.69,2.68
2020,4,5,8,662.26,27.97,59.56,100.72,2.27
2020,4,5,9,833.87,30.67,44,100.72,1.42
2020,4,5,10,938.73,32.8,33.75,100.68,0.51
2020,4,5,11,967.57,33.78,30.56,100.61,1.11
2020,4,5,12,938.95,33.89,31,100.52,2.11
2020,4,5,13,837.85,33.48,32.94,100.46,3.34
2020,4,5,14,672.52,32.74,35.69,100.45,4.54
2020,4,5,15,462.8,31.63,39.5,100.45,5.36
2020,4,5,16,227.84,29.94,46.44,100.49,5.95
2020,4,5,17,31.95,27.63,59,100.52,5.59
2020,4,5,18,0,25.84,71.94,100.56,4.59
2020,4,5,19,0,24.96,79.81,100.6,3.55
2020,4,5,20,0,24.34,85.88,100.63,2.63
2020,4,5,21,0,23.8,90.88,100.65,2.22
2020,4,5,22,0,23.4,94.5,100.64,2.22
2020,4,5,23,0,23.2,96.06,100.6,2.15
2020,4,6,0,0,22.98,96.5,100.53,1.96
2020,4,6,1,0,22.68,96.94,100.47,2.02
2020,4,6,2,0,22.33,98.19,100.45,2.26
2020,4,6,3,0,22.08,98.75,100.45,2.4
2020,4,6,4,0,21.89,98.56,100.49,2.4
2020,4,6,5,24.49,21.99,95.94,100.54,2.22
2020,4,6,6,192.28,23.91,81.88,100.61,2.26
2020,4,6,7,432.27,25.9,66.31,100.66,1.55
2020,4,6,8,659.25,28.26,53.69,100.68,1.09
2020,4,6,9,835.99,31.23,38.38,100.67,1.36
2020,4,6,10,933.48,32.92,32.31,100.62,1.77
2020,4,6,11,967.73,33.44,32.19,100.54,2.66
2020,4,6,12,942.8,33.44,33.25,100.45,3.76
2020,4,6,13,813.97,33.01,34.75,100.38,4.57
2020,4,6,14,655.01,32.33,36.75,100.33,5.03
2020,4,6,15,448.93,31.37,39.69,100.32,5.27
2020,4,6,16,213.66,29.9,45.44,100.33,5.26
2020,4,6,17,29.88,27.87,56.06,100.36,4.82
2020,4,6,18,0,26.15,68.69,100.41,4.15
2020,4,6,19,0,25.22,78,100.47,3.74
2020,4,6,20,0,24.53,85.56,100.51,3.23
2020,4,6,21,0,23.98,91.75,100.52,2.9
2020,4,6,22,0,23.55,96.5,100.49,2.82
2020,4,6,23,0,23.3,99.12,100.43,2.77
2020,4,7,0,0,23.15,100,100.37,2.7
2020,4,7,1,0,23.08,100,100.32,2.74
2020,4,7,2,0,23.08,100,100.3,2.9
2020,4,7,3,0,23.12,100,100.31,3.14
2020,4,7,4,0,23.16,100,100.35,3.34
2020,4,7,5,24.13,23.36,99.56,100.4,3.37
2020,4,7,6,170.9,25.03,86.31,100.45,3.92
2020,4,7,7,376.61,26.65,71.88,100.48,3.37
2020,4,7,8,600.84,28.99,54.69,100.48,2.46
2020,4,7,9,769.04,31.51,39.81,100.45,1.89
2020,4,7,10,906.28,33.1,32.69,100.41,1.83
2020,4,7,11,948.57,33.82,30.62,100.35,2.56
2020,4,7,12,907.4,33.92,30.88,100.27,3.55
2020,4,7,13,782.15,33.7,31.81,100.19,4.24
2020,4,7,14,619.41,33.23,32.94,100.13,4.65
2020,4,7,15,472.23,32.37,35.5,100.11,5.01
2020,4,7,16,231.02,30.87,41.31,100.13,5.52
2020,4,7,17,31.34,28.4,54.31,100.19,5.67
2020,4,7,18,0,26.4,69.69,100.26,5.4
2020,4,7,19,0,25.51,79.19,100.34,4.75
2020,4,7,20,0,24.95,85.5,100.4,3.83
2020,4,7,21,0,24.4,89.94,100.41,2.95
2020,4,7,22,0,23.94,92.94,100.38,2.58
2020,4,7,23,0,23.61,95,100.35,2.62
2020,4,8,0,0,23.38,96.38,100.33,2.64
2020,4,8,1,0,23.21,97.5,100.31,2.54
2020,4,8,2,0,23.06,98.06,100.3,2.24
2020,4,8,3,0,22.92,97.88,100.31,1.82
2020,4,8,4,0,22.73,97.19,100.33,1.5
2020,4,8,5,25.05,22.69,94.5,100.4,1.61
2020,4,8,6,175.11,24.32,79.56,100.48,2.36
2020,4,8,7,381.55,26.58,58.81,100.55,2.37
2020,4,8,8,581.61,29.12,44.06,100.58,1.95
2020,4,8,9,805.96,31.25,35.94,100.57,1.5
2020,4,8,10,945.6,32.69,32.88,100.54,1.51
2020,4,8,11,926.38,33.42,32.25,100.48,2.41
2020,4,8,12,894.14,33.4,34.12,100.4,3.69
2020,4,8,13,783.12,32.98,36.38,100.33,4.49
2020,4,8,14,612.34,32.35,38.5,100.28,4.8
2020,4,8,15,404.33,31.42,41.81,100.28,5.01
2020,4,8,16,178.96,30.01,47.44,100.32,5.21
2020,4,8,17,27.87,27.94,58.19,100.38,5.38
2020,4,8,18,0,26.16,71.56,100.46,5.18
2020,4,8,19,0,25.33,79.88,100.52,4.52
2020,4,8,20,0,24.87,84.94,100.57,3.77
2020,4,8,21,0,24.45,88.88,100.58,3.11
2020,4,8,22,0,24.01,92.5,100.55,2.68
2020,4,8,23,0,23.68,95.25,100.5,2.58
2020,4,9,0,0,23.44,96.94,100.47,2.71
2020,4,9,1,0,23.28,97.75,100.45,2.87
2020,4,9,2,0,23.11,98,100.44,2.91
2020,4,9,3,0,22.94,97.5,100.45,2.76
2020,4,9,4,0,22.81,96.12,100.48,2.46
2020,4,9,5,24.93,23.03,92.56,100.54,2.1
2020,4,9,6,178.45,24.68,80.06,100.6,2.2
2020,4,9,7,413.44,26.4,67.94,100.65,2.2
2020,4,9,8,632.81,28.85,52.31,100.68,2.74
2020,4,9,9,811.13,31.09,40,100.67,3.44
2020,4,9,10,910.26,32.24,35.94,100.61,4.08
2020,4,9,11,957.84,32.81,34.56,100.53,4.66
2020,4,9,12,929.96,33.02,34.19,100.43,5.23
2020,4,9,13,834.3,32.81,34.62,100.36,5.5
2020,4,9,14,667.27,32.33,35.5,100.31,5.63
2020,4,9,15,455.2,31.43,38.44,100.3,5.76
2020,4,9,16,217.12,29.98,44.5,100.35,5.73
2020,4,9,17,31.78,27.87,56.06,100.41,5.35
2020,4,9,18,0,26.05,70.38,100.49,4.88
2020,4,9,19,0,25.19,78.56,100.55,4.37
2020,4,9,20,0,24.69,82.44,100.58,3.55
2020,4,9,21,0,24.26,84.88,100.58,3.03
2020,4,9,22,0,23.92,86.44,100.55,2.87
2020,4,9,23,0,23.65,87.44,100.51,2.89
2020,4,10,0,0,23.44,88.25,100.45,2.95
2020,4,10,1,0,23.3,89.38,100.41,3.04
2020,4,10,2,0,23.21,90.75,100.4,2.97
2020,4,10,3,0,23.25,91.38,100.42,2.66
2020,4,10,4,0,23.3,91.69,100.47,2.34
2020,4,10,5,27.17,23.49,91.38,100.56,1.97
2020,4,10,6,186.88,25.03,83.12,100.64,1.93
2020,4,10,7,418.09,26.64,72,100.72,1.65
2020,4,10,8,561.12,29.04,54.81,100.74,1.24
2020,4,10,9,812.01,31.44,41.12,100.71,1.7
2020,4,10,10,967.81,32.8,36.81,100.66,2.35
2020,4,10,11,990.88,33.61,34.88,100.57,3.04
2020,4,10,12,975.17,33.88,34.5,100.5,3.57
2020,4,10,13,873.6,33.77,34.69,100.44,3.97
2020,4,10,14,714.55,33.35,35.38,100.41,4.45
2020,4,10,15,511.52,32.55,36.94,100.42,4.86
2020,4,10,16,222.7,31.21,40.81,100.46,5.21
2020,4,10,17,42.31,29.08,50,100.51,5.3
2020,4,10,18,0,27.13,62.5,100.57,4.78
2020,4,10,19,0,26.22,70.94,100.63,3.8
2020,4,10,20,0,25.68,77.12,100.68,2.85
2020,4,10,21,0,25.23,82,100.71,2.38
2020,4,10,22,0,24.87,85.81,100.71,2.42
2020,4,10,23,0,24.58,88.5,100.69,2.73
2020,4,11,0,0,24.35,90.5,100.66,3.01
2020,4,11,1,0,24.07,92.81,100.63,3.09
2020,4,11,2,0,23.78,94.94,100.63,3.02
2020,4,11,3,0,23.53,96.25,100.64,2.79
2020,4,11,4,0,23.32,96.81,100.69,2.54
2020,4,11,5,29.05,23.46,95.12,100.75,2.27
2020,4,11,6,205.29,25.19,82.56,100.82,2.68
2020,4,11,7,445.18,27.23,65,100.89,2.81
2020,4,11,8,663.26,29.88,47.56,100.95,2.88
2020,4,11,9,837.95,32.06,37.81,100.96,2.71
2020,4,11,10,934.62,33.62,33.25,100.92,2.32
2020,4,11,11,963.85,34.62,30.88,100.85,2.1
2020,4,11,12,933.75,35.22,29.06,100.74,2.05
2020,4,11,13,836.78,35.26,29.12,100.63,2.71
2020,4,11,14,667.81,34.76,30.06,100.57,3.72
2020,4,11,15,462.74,33.89,31.19,100.56,4.58
2020,4,11,16,224.46,32.41,34.69,100.59,5.28
2020,4,11,17,33.9,29.99,44.38,100.65,5.48
2020,4,11,18,0,27.89,57.19,100.71,5.08
2020,4,11,19,0,26.82,67.06,100.78,4.32
2020,4,11,20,0,26.14,74.94,100.83,3.65
2020,4,11,21,0,25.59,80.94,100.85,3.12
2020,4,11,22,0,25.13,85.25,100.85,2.96
2020,4,11,23,0,24.77,87.94,100.81,2.88
2020,4,12,0,0,24.55,89.19,100.75,2.78
2020,4,12,1,0,24.11,91.62,100.69,2.87
2020,4,12,2,0,23.67,93.88,100.66,2.93
2020,4,12,3,0,23.3,95.44,100.65,3.04
2020,4,12,4,0,23.03,96.25,100.68,3.23
2020,4,12,5,33.5,23.23,93.88,100.74,3.4
2020,4,12,6,230.98,25.37,79.38,100.81,4.3
2020,4,12,7,476.18,27.65,61.75,100.86,4.31
2020,4,12,8,692.81,30.11,46.56,100.88,4.37
2020,4,12,9,859.88,32.21,37.38,100.87,4.43
2020,4,12,10,954.54,34.19,29.44,100.82,4.42
2020,4,12,11,995.11,35.02,27,100.73,4.52
2020,4,12,12,982.64,35.39,26,100.64,4.59
2020,4,12,13,874.58,35.35,25.94,100.54,4.77
2020,4,12,14,715.62,34.85,27,100.49,5.16
2020,4,12,15,509.06,33.96,29.12,100.49,5.4
2020,4,12,16,246.48,32.83,32.19,100.52,5.23
2020,4,12,17,37.23,30.58,40.12,100.57,4.03
2020,4,12,18,0,28.41,50.44,100.6,3.33
2020,4,12,19,0,27.65,57.06,100.64,3.2
2020,4,12,20,0,26.8,64.5,100.65,3.31
2020,4,12,21,0,25.96,72.5,100.64,3.43
2020,4,12,22,0,25.37,78.44,100.59,3.47
2020,4,12,23,0,24.96,82.12,100.53,3.63
2020,4,13,0,0,24.73,84.94,100.48,3.97
2020,4,13,1,0,24.69,86.38,100.45,4.22
2020,4,13,2,0,24.88,86.25,100.44,4.53
2020,4,13,3,0,24.89,86.44,100.47,4.66
2020,4,13,4,0,24.5,88.06,100.51,4.45
2020,4,13,5,34.69,24.41,88,100.56,4.31
2020,4,13,6,223.04,25.83,78.5,100.6,5.15
2020,4,13,7,481.52,27.05,67.06,100.64,5.27
2020,4,13,8,694.3,28.24,58.62,100.65,5.36
2020,4,13,9,861.53,29.79,49.62,100.63,5.26
2020,4,13,10,947.06,30.43,44.38,100.56,5.06
2020,4,13,11,920.69,30.12,43.81,100.49,5.3
2020,4,13,12,912.65,30.06,42.69,100.42,5.6
2020,4,13,13,840.23,30.98,39.44,100.36,5.66
2020,4,13,14,672.56,31.57,36.75,100.31,5.8
2020,4,13,15,470.56,31.31,35.75,100.3,5.9
2020,4,13,16,233.76,30.29,38.25,100.33,5.54
2020,4,13,17,36.95,28.34,47.12,100.36,4.39
2020,4,13,18,0,26.77,59.5,100.37,4.01
2020,4,13,19,0,26.29,68.44,100.4,4.52
2020,4,13,20,0,25.72,76.5,100.45,4.56
2020,4,13,21,0,25.33,82,100.49,4.77
2020,4,13,22,0,24.94,85.38,100.48,4.56
2020,4,13,23,0,24.65,87.31,100.44,4.31
2020,4,14,0,0,24.39,89.12,100.4,4.31
2020,4,14,1,0,24.14,90.75,100.36,4.46
2020,4,14,2,0,24.01,91.75,100.34,4.52
2020,4,14,3,0,24.21,90.88,100.34,4.52
2020,4,14,4,0,24.39,90.06,100.38,4.59
2020,4,14,5,28.76,24.57,89.38,100.43,4.72
2020,4,14,6,173.24,25.38,85.25,100.51,5.93
2020,4,14,7,365.9,26.13,79.75,100.57,6.44
2020,4,14,8,465.4,26.89,73.75,100.58,5.91
2020,4,14,9,538.95,27.67,67.19,100.57,5.39
2020,4,14,10,676.37,28.37,62.56,100.53,5.36
2020,4,14,11,801.23,28.96,59,100.47,5.57
2020,4,14,12,764.82,29.22,57.38,100.41,5.78
2020,4,14,13,746.53,29.47,56.69,100.35,5.95
2020,4,14,14,624.01,30.08,54.38,100.31,6.3
2020,4,14,15,437.04,29.91,55.12,100.31,6.67
2020,4,14,16,203.1,28.85,60.25,100.35,6.7
2020,4,14,17,32.55,27.28,70.31,100.39,5.94
2020,4,14,18,0,26.08,80.88,100.43,4.76
2020,4,14,19,0,25.68,86.19,100.49,4.53
2020,4,14,20,0,25.44,88.69,100.54,4.49
2020,4,14,21,0,24.9,92.25,100.56,4.17
2020,4,14,22,0,24.58,94.5,100.56,4.18
2020,4,14,23,0,24.44,95.69,100.53,4.28
2020,4,15,0,0,24.17,97.44,100.48,4.2
2020,4,15,1,0,23.91,99.19,100.44,4.14
2020,4,15,2,0,23.78,100,100.42,4.17
2020,4,15,3,0,23.67,100,100.43,4.17
2020,4,15,4,0,23.61,100,100.49,4.22
2020,4,15,5,22.77,24.05,98.19,100.56,4.21
2020,4,15,6,128.78,26.12,85.06,100.64,5.18
2020,4,15,7,283.6,27.84,73.12,100.69,5.02
2020,4,15,8,473.24,29.62,62.12,100.7,4.85
2020,4,15,9,633.62,31.43,51.94,100.68,4.73
2020,4,15,10,844.98,32.25,47.94,100.62,4.81
2020,4,15,11,921.76,32.74,45.75,100.53,4.96
2020,4,15,12,888.62,33.05,44.31,100.41,5
2020,4,15,13,804.59,33,43.88,100.31,5.04
2020,4,15,14,642.12,32.65,44.19,100.26,5.13
2020,4,15,15,442.59,32,45.44,100.25,5.22
2020,4,15,16,219.21,30.92,48.81,100.29,5.18
2020,4,15,17,34.49,29.3,55.94,100.34,4.79
2020,4,15,18,0,27.58,66.5,100.4,3.99
2020,4,15,19,0,26.65,74.44,100.45,3.65
2020,4,15,20,0,25.97,81.12,100.48,3.21
2020,4,15,21,0,25.44,86.88,100.46,2.87
2020,4,15,22,0,24.99,91.88,100.44,2.71
2020,4,15,23,0,24.72,94.44,100.37,2.48
2020,4,16,0,0,24.55,95.12,100.28,2.27
2020,4,16,1,0,24.4,95.31,100.21,2.18
2020,4,16,2,0,24.44,94.81,100.17,2.26
2020,4,16,3,0,24.62,94.06,100.2,2.53
2020,4,16,4,0,24.71,94.62,100.26,2.98
2020,4,16,5,27.27,24.98,94.12,100.34,3.25
2020,4,16,6,139.84,26.13,87.62,100.41,3.86
2020,4,16,7,276.36,27.07,80.69,100.47,3.84
2020,4,16,8,350.45,28.1,72.88,100.51,3.59
2020,4,16,9,444.45,28.95,67.31,100.51,3.46
2020,4,16,10,520.34,29.45,64.06,100.47,3.19
2020,4,16,11,679.18,29.97,60.25,100.4,2.9
2020,4,16,12,605.2,30.77,55.12,100.3,2.92
2020,4,16,13,685.2,32.49,44.75,100.22,3.43
2020,4,16,14,443.66,33.57,37.81,100.18,4.69
2020,4,16,15,313.54,32.82,39.38,100.16,5.36
2020,4,16,16,146.4,31.47,44.44,100.17,5.51
2020,4,16,17,27.33,29.76,52.94,100.19,4.61
2020,4,16,18,0,28.17,61.62,100.21,3.84
2020,4,16,19,0,27.2,67.31,100.25,3.71
2020,4,16,20,0,26.73,71.19,100.28,3.67
2020,4,16,21,0,25.82,78.25,100.28,3.67
2020,4,16,22,0,25.31,84.94,100.27,3.63
2020,4,16,23,0,25.23,89.69,100.23,3.43
2020,4,17,0,0,25.06,94.19,100.19,3.3
2020,4,17,1,0,24.92,97.12,100.14,3.4
2020,4,17,2,0,24.88,98.75,100.14,3.61
2020,4,17,3,0,24.81,99.25,100.17,3.66
2020,4,17,4,0,24.52,99.56,100.23,3.57
2020,4,17,5,36.22,24.8,95.56,100.31,3.36
2020,4,17,6,210.78,26.27,83.5,100.39,3.97
2020,4,17,7,451,28.18,64.06,100.48,4.37
2020,4,17,8,654.02,30.37,48.62,100.51,4.42
2020,4,17,9,837.28,31.72,42.06,100.5,4.54
2020,4,17,10,924.98,32.75,37.56,100.45,4.86
2020,4,17,11,939.31,33.34,34.94,100.36,5.29
2020,4,17,12,918.97,33.57,33.62,100.25,5.79
2020,4,17,13,824.12,33.41,33.5,100.15,6.32
2020,4,17,14,667.91,33,34.38,100.11,6.71
2020,4,17,15,455.2,32.25,36.62,100.09,6.88
2020,4,17,16,229.02,31.14,40.81,100.11,6.5
2020,4,17,17,38.29,29.51,48.56,100.16,5.53
2020,4,17,18,0,27.73,59.94,100.22,4.29
2020,4,17,19,0,26.79,68.88,100.28,4.02
2020,4,17,20,0,26.14,76.12,100.33,3.97
2020,4,17,21,0,25.7,81.56,100.37,4.06
2020,4,17,22,0,25.31,85.75,100.37,4.07
2020,4,17,23,0,25,89.06,100.36,4.2
2020,4,18,0,0,24.76,91.81,100.31,4.29
2020,4,18,1,0,24.56,93.94,100.28,4.28
2020,4,18,2,0,24.4,95.38,100.26,4.28
2020,4,18,3,0,24.22,96.25,100.28,4.22
2020,4,18,4,0,23.98,97.44,100.32,4
2020,4,18,5,41.39,24.27,95.38,100.39,3.87
2020,4,18,6,235.12,25.95,84.06,100.46,4.58
2020,4,18,7,372.51,27.62,71.5,100.51,4.28
2020,4,18,8,683.62,29.89,55.12,100.54,4.15
2020,4,18,9,842.25,31.51,46.75,100.55,4.32
2020,4,18,10,943.31,32.46,43.12,100.52,5.05
2020,4,18,11,952.3,32.93,41.5,100.46,5.7
2020,4,18,12,914.77,33.12,40.62,100.4,6.12
